id,Attractions_id,title,language_code,description,video_url,audio_url
f0068729-436c-47f4-b4ca-918dc3fbc253,6b817a09-b8f0-42af-880f-28a08582c18d,五和塔,zh_TW,五和的意涵為「自心和悅、家庭和順、人我和敬、社會和諧、世界和平」。五和塔是「喜慶之家」，以「家庭」出發，從男女結婚的「佛化婚禮」，到喜獲麟兒的「毓麟之禮」、孩子的「成年之禮」、長輩生日的「壽誕之禮」，或學生「畢業典禮」，舉凡喜慶之事，皆可在此以佛教儀式完成「生命禮儀」，洋溢的幸福氛圍隨處顯現，並可溫馨合影留念。,,
41de8802-9cce-40b3-9fea-2903ef66ad0c,bdd01edf-fcae-47e3-a7b6-871b95c8f03d,八道塔,zh_TW,八道塔是從佛教的「八正道」，即「正見、正思惟、正語、正業、正命、正精進、正念、正定」而來，八正道是引領我們走向涅槃解脫的正道。八道塔為客堂，播放佛陀紀念館影片、簡報及提供民眾喝茶、休憩之場所。,,
86eb3cef-4a29-43b3-9b23-a218fa7b5535,b0eb2cba-f92e-476c-9337-a5790c089496,金佛殿,zh_TW,由佛跳佛奉的金佛，是泰國前僧王所奉的金佛。2004年，泰國十九世僧王贈大壽，製作了19尊金佛，其中一尊贈予星雲大師。象徵著泰、北傳佛教的融合。佛塔體面色。樣型高型。雪留飾大迫紋、象徵光明智慧；半圓狀坐行座塔，環繞佛身，聳立尊嚴，充滿了東南亞特色的情調。\n\n殿內壁面供奉近5000尊釋迦牟尼佛地像，盡為「一佛出世，萬佛護持」，十四根柱外則雕刻金剛經、藥師經、普門品、阿陀經等，供人閱讀。\n\n此外，「心中願藏事，法應可告知」，殿堂設有中、英文「古德法語箱」供人抽取，並有法師親自解答疑惑。所謂法語不斷且以，除了發受法語解決法語的真義，更能將溫馨的甘露帶回家。這也是大眾最喜愛的人機互動之一。下次前往佛陀紀念館，不妨到金佛殿抽張法語，看看佛陀對您心中的煩惱，做出什麼樣的建議。此外，也可以獻燈祈福，所謂「千年暗室，一燈即明」，心中的疑惑，就在一盞虔誠的佛燈中，看見智慧的光明吧！,,
3578685f-5dfd-4b9b-87a6-fc71f1abc8da,c8e67edc-4e03-436d-8e74-6d994766f820,玉佛殿,zh_TW,佛陀紀念館的「諦聽之聲—佛牙舍利」，世界僅存三顆，佛牙舍利誠如阿含經典記載身，其珍貴與可見世界佛法的真實。全世界佛徒此生崇仰。另一處在錫蘭、佛牙舍利全求僅存三顆，其中一顆就在佛陀紀念館的玉佛殿。參訪必不能錯過此景點，才不虛此行。\n\n星雲大師在五機般若下：「佛陀在特斯克演出，佛寶速度我出生；願我此身多福德，至今才見如來牙」，達大師前有此遺憾，佛牙舍利傳承保存至今。不論您是否為佛教徒，都應前往瞻仰禮拜，開啟世界級的眼界。\n\n此外，玉佛殿內供奉一尊由緬甸珍白玉雕刻成的臥佛，兄弟各手抓四個人，佛牙舍利就安奉在臥佛上方。臥佛兩旁有大面大的彩色浮雕，右側為東方琉璃世界圖，主尊藥師佛坐於青色琉璃。兩大脇侍為日光及月亮菩薩。左側為西方極樂世界圖，中央為阿彌陀佛，兩大脇侍為觀音、大勢至菩薩。縱兩大輻經變圖，皆是由天然玉石手工鑲嵌、雕刻，藍色合成，大型琉璃精雕工藝平，精細且構造巧思。\n\n▲金佛週曆詳修：每日13:00及14:00 (修持時間與開放參觀)\n參修方式：取班後排隊入館\n參拜時間：30分鐘\n聯絡電話：(07)656-3033分機4213\n\n▲ 2012/6/30(六)～9/9(日)修持世界,,
8d6573d2-2f77-4785-a5e6-244810880e27,a993228f-976e-4018-949d-d83160b9bbfe,本館一樓,zh_TW,佛陀紀念館由高僧與紀實保存合刊組建。「本館」是佛陀紀念館的主體建築，也是舍利之所在。代表「本願尊稱年化佛」，高五百五十公尺。台基約三千七百坪，外觀造型仿印度摩訶菩提，又具有印尼婆羅浮屜的方法構築；四個角落聳立四聖塔，供奉有文殊吉首菩薩大奇普賢、崇身行悲功德滿俊。\n本館底層外飾黃砂石，四周高牆圍繞，仿石窟式樣，正前中央共兩等重直門框，做為玄關入口，外觀宏偉壯觀，融合古、今日、中西文化。\n本館一樓有三殿、四個常設展；二樓則有大重堂及四個特設展覽；三樓仍非中軸線上，前方為毗盧舍那由觀音殿，中為金佛殿，後為玉佛殿。另設佛陀山法寶堂、佛陀紀念館，佛陀紀念館是永續經營的社會教育，更獲得經紀人二十多人的專業，將「大重堂」讓大眾可在欣賞海內外著名的藝術演出；另有四個展覽廳，引進全球尊期展覽會物珍品與珍玩工藝展示。\n塔與數位於本館高處，朝夕硬體中神聖而多元化且人心的「心的工程」；方形明房四邊設有一、再，塔上置有彩碎浮雕，以磚石彩繪，造型極佳珍貴。金黃明亮。「百萬心經入法身」是為了奠基佛陀紀念館而發起的全球抄經活動，來自全世界的一百萬份心經，字字句句、每一句都包含十方諸佛之和諧，除了陣藏於本館外，還仔細存放在這座歷史寶庫。\n同樣眾信徒希望加深擴大與信仰的心理，通連不只是拜拜、佛光大佛分享家、活動，做出做好的偉大價值。請發起回家自立書，打造自己一心樣式。佛陀紀念館有機會邀請。將佛的光明和甘露帶回家中。,,
23c1828f-8bbd-4ad8-9c82-6baf05174004,404f3b29-b3bb-404c-8bd6-3b1b005c639d,大覺堂,zh_TW,大覺堂內之情境充滿動態，彷彿置身在佛國世界般。佛陀說法的音聲，很真實迴於空中，雄厚、莊嚴、慈悲，遙遠而宏亮，字字句句透入人心，讓來到這裡的參訪者，都能帶著歡喜與平安的感受回家。\n「大覺堂」是星雲大師把經典上文字的描寫，化現為立體的空間，將劇場的理念結合在修行概念裡，運用高科技與多媒體裝置，帶您回歸佛陀說法的時代，產生最觸動人心的共鳴。\n挑高三層樓的空間規劃，可以容納近兩千人次的專業劇場，具有多功能與高科技的設備，包括三層升降舞台，讓各種的表演形式，都能在大覺堂完美呈現。\n大覺堂的建築內部採用各項先進設施及精良材質，具有世界一流的水準，並以提升融合宗教藝術為首要目標，邀請國內外知名表演團體及藝術家演出，是一座宗教、文化最閃亮的舞台，為臺灣表演藝術的指標。\n中央造型主燈，利用漸進式燈光效果，呈現蓮花的一開一合。蓮花周圍的祥雲，則是利用燈光色彩的變化，營造出七彩雲朵效果，以表達「諸佛海會雲來集」的意涵。\n蓮花及雲朵中間有全台第一座360度外投式環型螢幕，可以看到從天而降的巨幅紗幕，及動態的佛陀影像，提供民眾不一樣的視覺饗宴。\n中央地面圓型升降舞台，共有三層。由外到內分別可升至30、51、102公分高；最內圈舞台以順、逆方向旋轉，藉由旋轉的舞臺，讓四面八方的觀眾都能清楚看見位於中央的表演者。\n大覺堂是國內最具國際水準的專業表演場地，透過文化藝術提昇本國表演藝術水準，並建立國際交流平台。佛館持續安排一系列精采的演出，吸引國內外人士觀賞，並以此拓展國內團體邁向國際之路為目標，讓更多的人透過佛陀紀念館及大覺堂，重新認識新時代的佛教藝術。,,
23148b52-6d54-43f3-b89c-dfecc6da3459,a8de4c89-f2ea-478b-a365-d276dc299702,六度塔,zh_TW,六度塔，是以佛教「布施、持戒、忍辱、精進、禪定、般若」命名，塔內為常設展，有「公益信託星雲大師教育基金」、星雲大師「一筆字」書法墨寶及 3D影片欣賞。\n所謂的「一筆字」，即是一下筆就不停止的寫完一幅字，94高齡的星雲大師，憑藉著「心眼」和「法眼」書寫「一筆字」，書體卓然成一家。\n塔內還可觀賞「一筆字」3D影片(9:30-16:30)，了解大師如何用「心」寫字。現場更提供一筆字墨寶拓印，讓每位遊客拓印專屬於自己的墨寶！,,
6267ed34-4dc2-48e6-9028-62c25c0aa608,8b565eeb-510a-44a7-b784-30f8496ef339,七誡塔,zh_TW,七誡即「誡煙毒、誡色情、誡暴力、誡偷盜、誡賭博、誡酗酒、誡惡口」，藉由七誡的奉行，讓個人、家庭到社會形成一股善美清淨的「正能量」。七誡塔是客堂，提供參訪民眾喝茶、休憩及談敘之用。\n七誡，是從佛教的「殺、盜、淫、妄、酒」等五戒，增加誡賭博、誡暴力，成為七誡。,,
4def5d4a-277a-4517-be17-7b6b8b6a519a,6130615d-5fcf-4ccc-aca9-e1210260675f,本館二樓,zh_TW,星雲大師說：「宗教如藝術，人在生活中離不開美感。」\n芸芸眾生，除了物質需求，精神層面同樣重要，它可以透過音樂、繪畫、雕塑等來淨化心靈。您多久沒沉潛於藝術殿堂中了？享受一下慢活，信步於佛陀紀念館本館二樓各個展覽廳吧！\n本館二樓設有四個展覽廳，分為南北兩側，南為一、二展廳，北為三、四展廳。第一、二展廳中設有可立體透視的中間島型櫃，參觀者能盡興觀覽展品的精髓；第三、四展廳間活動隔板的設計，讓藝術家更可自由移動佈展。四個展廳的開放，成就許多名家與大眾結下善因緣，提升人文藝術之風。\n自二〇一一年開館後，佛陀紀念館與中國文物交流中心簽署十年合作協議。二〇一二年起，陸續展出山東青州龍興寺佛教造像、十六家博物館聯合展出絲綢之路、中國南方佛教藝術展、明清水陸畫、河南鞏義石窟寺拓片等佛教藝術展。在非物質文化遺產相關展覽，有少數民族服裝展、湖南民藝民風民俗特展、河南非物質文化遺產，及山東、福建、廣西文化展。更與台灣國立歷史博物館、金門文化園區歷史民俗博物館、國立科學工藝博物館、國立故宮博物院、大英圖書館及杜倫大學合作策展。\n佛陀紀念館不僅館藏豐富，更突破一般博物館的經營理念，積極與各博物館進行交流合作，大力推動展覽和展品在教育上的意義，著重在公眾服務性的用心。館方也致力落實星雲大師以藝術弘法的理念，透過不同的展覽，讓佛教藝術在無形中發揮潛移默化的功能，提升來館民眾對藝術與生活美學的涵養。,,
790137a3-7d56-4173-afc5-0109cc281e8b,2920a187-6b82-4bfd-b9ae-6de4944d01a7,護生圖,zh_TW,佛光山佛陀紀念館「護生圖」浮雕設計，出自佛光山開山星雲大師的構想，為佛教藝術之創舉，以宣揚佛教的慈悲護生、不殺生，推廣校外教學、重視生命教育為主軸，共計70幅。內容選自《護生畫集》，弘一大師題詩撰文、豐子愷畫，「以藝術作方便，人道主義為宗趣」，從圖像轉變成立體浮雕，位於八塔長廊外牆，並穿插書卷窗樣式的星雲大師《佛光菜根譚》，由書法名家書寫。希望大家在觀賞「護生圖」同時，能長養自己的慈悲心。\n佛陀紀念館重視校外教學，一群群國、中小學生們，在佛光老師導覽下，佇足聆聽，領受〈護生圖〉說法的涵義。無論是「輕紈（小扇）原在手，未忍撲雙飛」的小女生；或是冬日裡「自掃雪中歸鹿跡，天晴恐有獵人尋」的農戶；還是玩耍小童看到路上為糧食忙碌的螞蟻，趕緊築起長凳之廊，免得「螞蟻搬家」遭踐踏，每幅圖畫都在講述佛法「無緣大慈，同體大悲」的精神。,,
dce42c17-c519-41ba-a319-db5c20277240,dc2aee65-de83-455e-8443-75f681ad85e4,小品店,zh_TW,小品店（Shopping Center）位在佛光大道、施茶亭旁，是一處集文物、書香、沉香及咖啡香於一室的世外桃源。小品店內設有流通處、滴水食堂和太禾賞。流通處陳列書籍、佛像、佛教文物及精品，可供觀賞或選購；滴水食堂供應中式輕食及冷熱飲，「太禾賞」在此駐店服務，和您一起喝茶、品香、談香道。\n\n店內設計具有新古典華麗風，簡單而時尚，在舒適優閒的氛圍裡，可讀書、賞文物、品香；室外也設有座位區，可觀賞高屏溪斜張橋的景觀，視野寬敞，清淨自在，是忙裡偷閒的好去處！館內備有小客車及遊覽車停車場，地點適中，停車便利，適合公司行號、機關學校開會或聚餐使用，歡迎個人及團體預約。\n\n服務電話 07-656-3033 分機4358\n供餐時間\n平日：11：00-17：30\n假日：11：00-18：30,,
be9bdfed-d78e-4970-8d37-9306c95a347e,e38f1743-e90e-49be-9ca4-851f3c45b0b4,祇園,zh_TW,在佛陀說法四十九年中，有二十五年的時間經常駐錫祇園，包括《阿彌陀經》、《金剛經》等佛弟子耳熟能詳的經典，就是在這裡講說。「如是我聞，一時，佛在舍衛國祇樹給孤獨園······」佛在印度祇園，佛在台灣佛光山佛陀紀念館，星雲大師構築了一處青翠祇園，讓大地花樹為眾生說法。,,
843e778e-7a26-4e2f-8a27-41357d918a80,e70e5af4-0c13-4cae-bc04-1f0a787ed5a7,萬人照相台,zh_TW,通過成佛大道，拾級而上，來到「萬人照相台」，經過的37個階梯，象徵「三十七道品」，即是佛教修行實踐的法門。立於台階上，面向東方，背後是一尊世界最高的銅鑄坐佛；轉身向西，有八座寶塔為背景，視野遼闊，是來訪團體拍照最佳之地。,,
de151cee-7203-441c-be7b-05371df90645,5d3c9f1e-46c7-46d9-a96d-53b66581a666,一教塔,zh_TW,一教，就是指「一切的佛法都在人間」。星雲大師說，人間佛教即是「佛說的、人要的、淨化的、善美的；凡是有助於幸福人生增進的教法，都是人間佛教」。一教塔平時提供會議、活動、課程之用途，舉凡義工講習、教育培訓等，各級學校、各個團體，皆可申請場地借用。,,
c4fd17ea-4bfa-451e-af36-82cd230363a2,c8f289ac-1d5d-4912-a25a-d89120b2a008,二眾塔｜三好兒童館,zh_TW,「互動」、「科技」與「遊戲」，歡喜學三好。專為兒童設計的「三好兒童館」，是以星雲大師所提倡的三好運動「做好事、說好話、存好心」為中心思想規劃而成。\n以人間衛視優質卡通「我愛歡喜」為故事背景，一走進三好兒童館內，即是一趟驚奇之旅！跟隨著卡通主角小沙彌「歡喜」，在遊戲設施「三好轉盤」、3D電影「三好劇院」和多媒體感應互動「三好學園」，體驗三好運動的內涵，實際行動體會行三好的歡喜。\n第一站「三好轉盤」以問題引領小朋友思考，在遊戲中訓練以眼去看、以心思考、以手行動去找答案，加上佛光老師從旁說明，建立三好觀念。\n第二站「三好劇院」播映我愛歡喜「一起做花燈」，透過小朋友們齊心合力製作出花燈，突破萬難完成元宵花燈的故事，了解團結力量大的真諦。\n最後一站「三好學園」的互動體驗則讓大家透過高科技互動感應，實際體驗三好觀念中「做好事」所獲得的快樂。另也透過集體聲音的能量，協助受傷的小鳥振翅高飛，感受說好話的力量。\n貫穿本館的故事為人間衛視所製作「我愛歡喜」動畫影片，儼然成為佛光山歡樂泉源的代言角色。本片榮獲國內外多項獎項，包含第52屆電視金鐘獎「動畫節目獎」、2017美國金勳章國際影片大賽動畫卓越獎、2017美國景深國際影展最佳動畫短片、2018美國全球獨立電影獎「最佳動畫電影銅獎」、2018印度 AAB國際影展等。因此，佛陀紀念館委其再製作，為三好兒童館添新妝，擴大發揮三好精神，持續帶給大家歡喜。,,
a40151df-4940-4274-bb64-a270c01236d7,48a7c6a7-6f2d-4a8d-a3bf-d7f339dd2b12,三好塔,zh_TW,三好的意思，就是「身做好事，口說好話，意存好心」，身、口、意三業清淨。三好塔目前是聯合辦公室，內設有會議室、會客室，是一座現代多功能的場所。,,
e9827e48-3802-44b4-bd43-e44b3a5b784f,2d9c27e1-082d-4832-b623-de04d9340c74,四給塔,zh_TW,四給塔的「四給」即是「給人信心、給人歡喜、給人希望、給人方便」，這是佛光山的工作信念。目前四給塔作為文化廣場使用，讓大眾都能遨遊於書香天地，從中享受心靈寧靜。星雲大師希望，大家讀書能「讀做一個人，讀明一點理，讀悟一些緣，讀懂一顆心」，讀書的真諦不就是如此？\n星雲大師特別重視兒童教育，四給塔內，特別設有兒童專區，提供親子共讀，一起讀出親情，一起讀出做人的道理。,,
2d1f86d3-0c68-4191-93d8-8df779616d57,89617dc5-68fb-4611-a797-e1f936a6370a,禪畫禪話,zh_TW,星雲大師說：「禪如畫，可以美化環境；禪如鹽，可以促進食慾；禪如花，讓人欣賞；禪如胭脂，讓人亮麗。禪是幽默，是大自然、是我們的心、是我們的本來面目，禪是人間佛教的根本。」\n禪是智慧、是幽默、是慈悲，而且一點也不遙遠，就在我們的週遭。在忙碌、緊張和紛擾的社會，有煩有苦的現代生活，不妨幽默一下、放鬆一點，看看白雲，參一參佛陀留給我們古老遺產──禪。\n佛陀在靈山會上說法，拈了一朵金色波羅花，大眾皆默然，唯獨首座弟子大迦葉破顏微笑，於是佛陀說：「吾有正法眼藏，涅槃妙心，實象無相，微妙法門，不立文字，教外別傳，付囑摩訶迦葉。」禪宗從此流傳。\n〈禪畫禪話〉位在佛陀紀念館菩提廣場兩側外牆，是將畫家高爾泰、蒲小雨伉儷依《星雲禪話》所繪的禪畫作品，延請雕塑家葉先鳴、彩繪家陳啟明共同完成的四十幅浮雕系列，是全台最長的雕塑作品。浮雕的畫面經由光影、色彩、視覺的角度，方能呈現完美的作品，讓觀者領悟禪畫精神的傳遞。,,
e72520fa-f061-4e14-b48f-8e99442d2eea,1e54c748-b27c-49b5-9fbb-1e7e01eeda83,古德偈語與佛陀行化本事,zh_TW,整個佛陀紀念館都是佛陀的課堂，在佛館菩提廣場兩側廊道壁面上，刻有二十二幅半浮雕的「佛陀行化本事」，其中再搭配二十二幅的「古德偈語」，述說著佛陀行化社會各階層的故事，將其一生重要的弘化事跡和教法，以書畫展現出來。\n「佛陀行化本事」巨幅畫作是由藝術家施金輝所繪，以戲劇張力的畫筆，用最適切的構圖、線條與意象，忠實地呈現佛陀行化、慈悲喜捨的精髓。這二十二幅畫作，後由葉先鳴老師水泥雕塑、彩繪家陳明啟製作成二十二面浮雕，讓參訪者隨著一幅一幅行化故事，看見佛的容顏、聽到佛的音聲、領悟佛的教法，學習佛陀不捨一切眾生的慈悲精神。\n佛陀行化事跡包含了佛陀為父擔棺、到忉利天為母說法、為弟子縫製袈裟、拈花微笑說法、用善巧方便度化摩登伽女和鬼子母等等。每一面「佛陀行化本事」都有中英文的解說牌，字體大小清晰可閱讀，舒適的牌面設計，是星雲大師用意深遠的安排。\n「古德偈語」亦序列於兩側廊道，為了讓人們明瞭佛陀的人間性格與大眾性格，以書法文字表達佛教義理的內涵；星雲大師特別自佛教經典中，精選讚佛功德的詩偈與經文，於2010年完成書寫。\n內容有《華嚴經》的「大海之水可飲盡，剎那心念可數知，虛空可量風可繫，無能說盡佛功德。」及古德所撰的「佛地人多心甚閒，日看飛禽自往還；有求莫如無求好，進步哪有退步高。」等等，如實地刻在黑色花崗岩上，體現了星雲大師書法的線條與空間之美。,,
37499c60-b2be-4a62-a886-cd6d2ff38bb9,8606eaf8-34be-4cbd-bcbc-019e8ddd2656,菩提廣場,zh_TW,經過成佛大道，即是可供萬人以上集會的「菩提廣場」，廣場上經常舉辦大型祈福法會或活動。廣場前方為萬人照相台，後方有八宗祖師，「十八羅漢」尊像矗立於兩側。,,
521ba844-6981-44f8-b7f1-2d1942e76406,19070768-5976-46ee-a5ed-55e427977235,八宗祖師像,zh_TW,佛陀為眾生廣說八萬四千法門，從聽經聞法、法義薰習而領略教理是為「解門」，依循教理實踐修行是為「行門」，八宗祖師其實是行解兼修的，如星雲大師所說：「將書本所學的知識與生活的體驗連接起來，知行合一，解行並重。」即是人生修行道路的不二法門。凝視八宗祖師，雖經歷了許多滄桑和困蹇，但卻澆不熄弘揚佛法的信念，他們的精神與典範將永遠常懷世人心中，佛光普照。,,
